userId,reviewDate,userReview,movieId,movieName
87042890,10 June 2019,"I loved the series but this movie has little of the spontaneous magic that propelled the show. Like the Coens with ""Buster Scruggs,"" director Milch seems to be in love with his script and its interpretation of the vernacular of the times, not paying sufficient attention to direction and emotion. It's all very calculated and pat; the jokes no longer sting, the feelings expressed no longer resonate. It's just a bunch of talk. It all seems like the first day of read through where the actors are trying to find their characters and relate to other characters. Even McShane's Swearengen swearing seems flat this go round. At least we have Trixie!",4943998,Deadwood
71482131,1 June 2019,"As a huge Deadwood fan, I marked my calendar for the Deadwood movie in order to see how everything wrapped up. Unfortunately, it took almost an hour for anything substantive to happen story-wise. Also, the guiding plot line seemed weak. There were a couple of moments of true Deadwood excitement, but these moments were ruined by Al's newfound blandness and weakness. Deadwood's strong point had always been dynamic characters and interesting plots. Neither existed here. I felt let down and like after all these years in hiatus, I deserved more.",4943998,Deadwood
71971058,2 June 2019,"Nice to see the old gang, but OMG, what hath Milch wrought? The characters have all the same dialogue now, the words of Shakespeare and the syntax of Yoda.",4943998,Deadwood
25217752,1 June 2019,Movie was absolutely perfect in its execution. It seemed like time passed in the blink of an eye. Thank you HBO and writers and directors and actors and cinematographers for providing me two hours of grade A entertainment. It was also a great tear jerker at the end.,4943998,Deadwood
33878176,1 June 2019,"Love the series and like the way the movie ties up the story. The characters are great and their personalities have not been lost.
My only complaint is that the dialog seemed forced and at times like the actors were reading the script for the first time.",4943998,Deadwood
103769742,1 June 2019,"I just finished my first watchthrough of the series Deadwood this morning. Right before the film came out. I am astounded that I missed something this incredible. You come for the western setting and you stay for the expertly crafted characters and the slow burn compelling story. This film is the absolute perfect send off of the characters, though only being around for 36 episodes, make you feel like you've known them all your life. A master class of conclusions.",4943998,Deadwood
103021127,2 June 2019,"This sucked. The flowery dialogue gave me a headache. Too much, trying too hard. Same story, same players, but a very unclear storyline. Just, meh.",4943998,Deadwood
59283986,8 June 2019,"Kudos to the producers for bringing back almost every character and the actors who portrayed them from the series which ended 13 years ago.
It was good to see and probably speaks to the experience the actors had filming the series.
This film, while welcome, felt thin. Some characters hardly received any screen time and fewer lines. Some of the speech was hard to appreciate during the first half of the movie (there is a whole scene early in the movie between Utter and Bullock that was unintelligible to me!) It improved greatly during the second half.
I don't know if this is billed as a finale but not resolving several major plot lines leaves the possibility of another film down the road.
Being ""The Movie"" I think the moviegoer would like to see the plots resolved and due to the fact that they weren't makes this a entertaining but ultimately dissatisfying experience.",4943998,Deadwood
67432377,12 June 2019,"Daniel Weiss and David Benioff ... Take Note: Ever hear the adage that if you don't have anything good (constructive) to say, you should remain silent? Well, better to have remained silent than to attempt to wrap up something without having a clue how to do it. ... For the proper way to do it, see Deadwood, The movie.THIS is the way to properly end something that was once considered game-changing and essential in its field.Beautiful, funny, moving.""The world ends when you're dead ... Until then, you got more punishment in store. Stand it like a man-and give some back."" -Al Swearengen",4943998,Deadwood
69062529,1 June 2019,"It is like a one-off gig by a much loved band. All the members are there (if they aren't dead, or on other projects), singing all the songs. Nothing new here.I kept on expecting it to actually get moving, then it finished. It is basically a 90 min version of the TV show. To call it a ""movie"" is a bit disingenuous, an old style TV movie if anything. This one didn't tie up any loose threads, and left plenty hanging, maybe for a new season.Was great to see Ian Mcshane again if nothing else.",4943998,Deadwood
64325414,2 June 2019,"I am an avid fan of the first 3 seasons, bought them all at full price when they can out. All I can say is the story was very weak, no plot, bad acting, and the ending looked like a Hallmark Christmas movie ending..... Very disappointed...",4943998,Deadwood
41031967,5 June 2019,This had moments - and it was great to see the cast back. But it was not a very good Western movie. Dialogue was corny. Felt like Hallmark movie. :(,4943998,Deadwood
2975218,18 June 2019,"Felt more more like a long sequence of outtakes from 15 years ago.Absolutely nothing new here. Story didn't go anywhere. Drama for the sake of drama.As others have already pointed out, Al has been completed neutered. He started going soft towards the end of the series but this was really something else.All in all this was a complete waste and I'm going to pretend it never happened. It actually taints the memory of the show I adored.",4943998,Deadwood
2679951,1 June 2019,"This was not a cheap effort to grab viewers based on nostalgia, but rather a closing chapter worthy of the captivating series that aired for three short seasons. Expertly written and acted, it hit all the right notes and moved me. Without going into details that could spoil I'll just say that yes, we could definitely use a sequel to this but if there is none that would be fine too. Love love loved it",4943998,Deadwood
18447846,4 June 2019,"I'm a huge enthusiast of the original Deadwood show. I watched it when it originally aired, and have watched it many times since then. I consider it to be one of the greatest shows ever made. As you might imagine, I was very excited about this movie and a return to Deadwood. However, I watched the movie yesterday and can tell you I'm disappointed with what I saw.Here is the main issues I had with this movie: (This review will contain spoilers from now on)The dialogue is noticeably different. I did read that the original writer couldn't work on this show and my goodness does it show. The words aren't as memorable, poetic, witty, etc. It's all very bland when compared to the original series and there's none of those classic exchanges we remember so well.Doc Cochran had TB at the end of Season 3 and this was never addressed in the Movie. Also, E.B. Farnum's hotel might have a new balcony but how is it he can now move around the outside of the hotel building in secret passageways looking through peepholes? E.B. was always very intrusive when it came to the business of others and had such passages existed prior we would've been made aware of that during the original three seasons of the show. Also, Calamity Jane shoots a man dead in the movie which is very uncharacteristic as she always had a big mouth but you could ""knock her over with a feather"".Many of the characters have been brought back but they're not performing their original roles. Instead, they've been shoehorned in to others in order to further what little plot their is. Harry Manning, the harmless would be firefighter, is now a treacherous underling of George Hurst. Aunt Lou isn't a cook at the hotel anymore instead she's a midwife which is convenient since there's a baby needing delivered. Even Con Stapleton has somehow become a minister which is also handy as there's a body to be buried and a wedding to oversee. Yes, the show has many of the same actors but they weren't needed and have been shoehorned in to various roles for the sake of getting on screen.There is no new storylines here. The movie spends a good while reintroducing all the characters when they didn't have time for that. Once the characters have been introduced and they've tried to reignite the hostility between the camp and Hurst the movie is quickly coming to a close.Hurst is a brutal man who forces others to bend to his will. He wanted Trixie dead and bribed a couple of nearby Sheriffs to execute a warrant on it. He wanted a piece of land and the camp denied that to him. The Sheriff also embarrasses Hurst by yet again dragging him by the ear in to cells. Hurst is an extremely powerful person and you would imagine the Pinkertons would be called in and murdering to start taking place after this movie ends. There's no real resolution as far as Hurst goes we're exactly where we left off.Following on from my last point about Hurts. In season 3 Hurst kills the husband of Alma Garret to force her to sell her land to him. Alma complies because she has to, Hurst will stop at nothing to get what he wants. In the movie Alma buys a piece of land Hurst wants to install telephone polls thus putting herself in the exact same situation as she was back in season 3. That makes very little sense. Similarly, the killing of Ellseworth (Alma's husband) results in conflict with the entire camp and the Sheriff in a fit of temper locks up Hurst dragging him by the ear to jail. In the movie Hurst kills another man because he wants land, is lead to the jail house by the ear, but we're to believe Hurst will be issued justice this time? The same Hurst who can rig entire elections and have his man appointed Sherriff? The same Hurst who, with one call, can have the Pinkertons fall upon on Deadwood like locusts? The same Hurst who can bride just about anyone and swing juries whichever way he sees fit? A kicking in the thoroughfair wouldn't humble Hurst or make him back down he's a savage sociopath.Al Swearengen is the strongest character on the show. We want to see him cutting throats and working on his ""deployments and flanking manoeuvres"". Sadly, Al is portrayed as a shell of his former self in this movie and we're not treated to the formidable, intelligent, witty, cut throat we all know and loved. In the end it seems like they killed him off although we get a Soprano style fade to black rather than something conclusive so I guess we'll never know.Al, who is apparently dying, leaves his saloon to Trixie. Now, Al and Dan were cutting throats in the woods a long time before they even entered the Deadwood camp. They built the Gem Saloon together ""blow for blow"". Dan is Al's right hand man is nothing but a ""creature on hind legs"" without him. Yet, this new Al decides to hand the Gem over to Trixie (who has long since moved on and has an independently wealthy husband) and tells her she can turn his bar in to a dancehall. Dan's years of loyalty (something that these two would never break) apparently counts for nothing.Lastly, the violence and swearing the TV show was renowned for is noticeably absent here. I don't know if it had to be dulled down for a straight to TV movie, or if it was due to having different writers, but it's certainly not the same. I didn't like the movie and honestly feel it would need a complete season 4 to do this program justice. I know many will say 'something is better than nothing' but in this case I disagree. If a 4th season was never on the table they should've just left it.",4943998,Deadwood
71250509,3 June 2019,"Before there were a few fancy talkers, but now everyone in the entire movie is suddenly Shakespeare. Nothing happens. There is no closure. Pretty much nothing changes and I have no idea why this movie was made.",4943998,Deadwood
406567,1 June 2019,"For a show known for it's complexity and raw portray of the wild west combined with clever writing and amazing set pieces, this return is nothing but a small gift to the fans of the original show, but here lies also some of this movies biggest problems.This movie has indeed the same type of witty dialogue that we saw from the original show, but the story makes no sense what so ever. There are too many coincidences that happens in a too short period of time, that makes it all unbelievable and that takes me out of the story. This is not clever writing, this is the writers struggling to find a plot that fits within the time frame of a movie, but still delivering the exact same depth the show originally had.This film makes little to no sense to anyone who isn't a fan of the original series, because there aren't any character building here, these are characters we all learned to love and hate over the course of many years, only now to have all their stories concluded. But here is a problem in all this, if this movie is made solely for the fans, which it is, the flashback clips feels totally out of place. A show that was carried by clever and intelligent dialogue which at points required a university masters degree to interpret, it feels odd to be reminded of what once was, like we didn't even remember what happened all those years ago. The fans knows, and if they don't, well then they weren't paying attention.This movie was in production hell for years and once they found the time and place to finally produce it, the end product is a testament they were in a rush to get it done before it ended back there. And the way the story is told is the main problem, if the story isn't air tight, it starts to leak out though some of the performances, how is an actor suppose to deliver, when their lines don't add up? In the end, this story serves only one purpose, to give fans closure. The fans wanted more seasons, HBO could not deliver, so here we have a movie instead. Thing is, now i wished i never saw this movie, i would rather choose for myself what happened to all these character. But i had to see it, i was hoping for the best, HBO mostly delivers, but as we also saw with Season 8 of Game of Thrones, they can also fail.The movie comes off as a weird shadow of it former self, nothing new is brought to the table. This is a rerun of the deadwood series compressed down to less than two hours, only made to be a tribute to the fans, to give the fans a ""proper"" ending, and weirdly at the same time treat the fans as thus they can't remember what happened in the first place. This is the very definition of bad writing, it does not remove this fact even if you smear clever dialogue all over it to try and hide it. This entire movie, to put it simply, is pretty dumb compared to the series.I just wished there would be something original here, something entirely new. But it just feels like time has stood still for 10 years, and here we are back with the exact same issues and the exact same story we have already been told. Just with some added things here and there as filler.I'm sorry but that ain't good enough. For a show that was this great, we should expect more. It might sound like I'm trashing this movie now, i ain't. I'm disappointed, though we have a bad story on our hands we still have the same old characters, and it's always fun to see Al and George go at it, and the atmosphere is basically exactly as we all remember. So the movie has watch value for sure, but only for those that saw the original show.5/10 - Mediocre",4943998,Deadwood
54544656,1 June 2019,"What a fabulous compliment to the genius of David Milch that 13 years after the last episode of Deadwood that all of the actors, except Powers Booth and Richardson, that helped make this series so loved by us faithful fans agreed to come back and give the series a proper conclusion. Thank you Mr Milch and thank you HBO.",4943998,Deadwood
6111776,10 June 2019,"Judging by reviews before me I will be in minority in my review. found it to be a very average tv production. Writing was not up to original series by long shot. Pacing was overly slow.. it's worth watching, but don't expect the original,",4943998,Deadwood
20758467,22 June 2019,This 10 years later film was incredibly dull and consisted mostly of the cast reflecting on a few key events of the original series. Hardly anything interesting or memorable happens in this follow up feature. It's basically a rehashing of an old feud and that's it. The great original cast is wasted here with nothing much new to say or do. What a drag.,4943998,Deadwood
60689236,3 June 2019,"So, after all the wait, the 'Deadwood' movie that's just come out turns out to be predominantly a waste of time and upon reflection I think I would have preferred it to never have been made at all.Very, very little happens, the characters are all reintroduced for no good reason, don't say or do anything of any import and end up no further along than when we last saw them ten years earlier. Molly Parker's character, in particular, drifts through the story like a pointless ghost, but pretty much every character apart from Charlie Utter could have been removed and it would not have changed the story one jot.There are no real new storylines to speak of and the dialogue all round is abysmal, with everyone talking like Yoda doing Shakespearean improv while coping with Tourette's. Not even Al Swearengen gets to speak one memorable line in the whole god-damn thing.The Hearst story remains just as pointlessly unresolved as it was before, and the whole thing just gradually grinds down to an unremarkable halt, tarnishing the memory of all that went before.It's not quite the Game Of Thrones finale all over again, but it's not far off. Further proof one should never trust the opinions of professional critics in 2019.",4943998,Deadwood
103437466,1 June 2019,"Not much to add to what other reviewers have said,just a wonderful ending to a great series.I could have done without the character of Caroline though nothing against Jade Pettyjohn she's a good young actress,but the character added nothing to the storyline.",4943998,Deadwood
41280963,6 June 2019,"You can't be serious? The ""movie"" is of the subpart quality of a bad TV show episode.",4943998,Deadwood
7048882,2 June 2019,"Decent imitation of the real thing, but it's only skin deep .The grit and overall naughtiness is gone, this is just the original cast doing a Deadwood themed stage play at a nursing home .One extra star for the actors, but they couldn't save this shameless money grab from being an utter failure .",4943998,Deadwood
29069573,6 June 2019,"Even though it was nice reacquainting with the cast of one of my all time favourite shows, i really dont see why they would bother making this film. I was hoping to get some conclusion to the series but it ended as abroubtly as the series did. Good filming and nostalgia raises my grade to a 5.",4943998,Deadwood
103959991,4 June 2019,"Meh. It was fun to see everyone (almost) again, but that's it. A very boring reminiscence and rehash - an insult to the series.",4943998,Deadwood
64841446,5 June 2019,"I really wonder sometimes about the reason for the high ratings of some movies!!! why??? in our case what is really the distinctive things in Deadwood the movie to have such high ratings? the answer is not so difficult; nothing...except the fancy dialogues, which is more closer to the theatrical dialogue. except that; we spent less than two hours with ambiguous depressing atmospheres, and so many recalls of past incidents shortened and incomprehensible, odd characters without understandable roots or causes. I can't only say...Why!!!",4943998,Deadwood
33856397,2 June 2019,"I've seen all three seasons of the show four times and I think it was a real burn to David Milch that HBO decided not to renew for a fourth season. Hence for reasons listed in the trivia, the movie came about.
I liked the fact that most of the main characters came back. They're why the show was so good. But a movie format simply didn't do justice to the characters. Instead the focus was put on a predictable incomplete plot line that could have been fleshed out if the show had continued. Five years later would have worked just as well as a time line with ALL the characters being available (Welliver and Booth, specifically.)",4943998,Deadwood
68878008,1 June 2019,"I am a HUUUUUGE Deadwood fan! I've watched the series a dozen times at least. I massively enjoyed this film but I do have a couple of very minor issues. It took about 30 minutes in before it finally hit it's stride. I get it. We need to reacquaint ourselves with the characters after so long and to redevelop them. It just felt a tad forced and frankly, a little weird. Finally, it still seems like there should be more. Maybe, just maybe this could be a starting point for perhaps one more season or fellow Deadwood fans, do you believe this is good enough? I personally would dig maybe another 10 episodes to go through more of what truly happened in Deadwood all the way to the fire that devistated the town! Anyways.......",4943998,Deadwood
3689994,2 June 2019,"I enjoyed season 1 of Deadwood -especially with the chance to see Brad Dourif - but when season two rolled around with its cod Iambic pentameter, I coudn't watch it anymore. And, within ten mins of watching ""the Movie"", I, once again, had had to quit.For me, using such a stilted theatrical convention throws me right out of the story. I don't understand what the writer(s) think it is bringing to the table.Just why? ....and Hey, if we are going for a forced formal style, let's go with, say, Rhyming CoupletsDOCTOR: I have seen what ails you, and the results make me shiver. You must stop drinking now, or you will lose your liver!AL S (for it is he): It cannot be so Doc! You need not waste your breath! To give up drinking now? Why, I would welcome Death!DOCTOR: Do not lecture me- I see you fate quite clearly- Another drop of booze, and you will answer dearly!( etc, etc, continue for 94 mins)",4943998,Deadwood
85117923,2 June 2019,"So... i can clearly see how many ppl rate this a 10/10It took a while but a few 6 and even 5's are starting to come out.Full disclosure i have never watched the series so my assessment is purely to the movie.I don't understand how so many great actors can be in such a dull movie, as with other comments i too felt the plot extremely slow and just not much substance to any of the scenes.im also comparing this movie to Tombstone and Wyatt Earp both much better in my opinion!",4943998,Deadwood
103191359,9 June 2019,This is just the original cast doing a Deadwood themed hallmark tv xmas special at a nursing home .,4943998,Deadwood
103819268,1 June 2019,"I'm so sorry that I did not love this movie. I think the writers could have done so much better. There was no real story to the movie, at least anything I could follow.
So sad.",4943998,Deadwood
32583938,2 June 2019,"To be blunt, I expected this movie to be better. Instead it was a long rehash of what was and a small slice of something new, with some social justice thrown in that seems very out of place in what they initially spent seasons as portraying a very non-politically correct place in the world.Parts of it are painful to watch as each original actor remembers something from a previous season and we are suffered to watch the old footage portraying the memory.The original series was great because it didn't try to be preachy, weepy and melancholic.This movie based on the series is not very good because that is all strives for, a preachy, weepy and melancholic view of what the original series spent seasons not being.P.S. The ending is weak and unfulfilling.",4943998,Deadwood
12477376,8 June 2019,"Under used characters, poor story. What a waste of talent. Best show ever got stereotypes viresio on the original. Ian Mcshane grossly under used, wish I never watched it.",4943998,Deadwood
4703614,25 April 2020,"I anger quit this show during season 3 when they announced it was cancelled in favor of John From Cincinnati. But with time on my hands I rewatched and completed the series. Honestly, the Season 3 finale was like spit on my face that I could not wipe off. Not in what happened necessarily, but that that was it. A huge thank you to the late Mr. Milch and the cast and crew for this movie. Reading some of the reviews and what I had heard from friends, I feel like people aren't looking at it within the confines of what it is, a 109 minute, 14 year after the fact love letter to the fans who never got closure. It's the difference between writing a novel like tv show and a short story like movie. A return of our favorite actors/characters using language only Milch can provide. The story was well written especially considering the time given. The actors were fantastic and it seemed like it was last year, not 14 years ago when last they played these roles. I also think they did a great job in selecting the character moments they did considering they had less than 2 hours. Feel like some just can't appreciate a show or movie anymore unless it's dark, disturbing and/or comes with a bummer or mysterious ending to debate what happened. A very satisfying ending to a show I loved that stayed true to the story and characters. My only real criticism is that they couldn't find a 3rd character for Garret Dillahunt to play. Who of course dies.",4943998,Deadwood
1893630,4 August 2019,"Directed by Daniel Minahan. Starring Timothy Olyphant, Ian McShane, Gerald McRaney, Paula Malcolmson, John Hawkes, Molly Parker, Robin Weigert, Kim Dickens, William Sanderson, Dayton Callie, Brad Dourif, Sean Bridgers, W. Earl Brown, Jade Pettyjohn, Leon Rippy, Franklin Ajaye, Jeffrey Jones. (TV-MA)Epilogue of sorts to the acclaimed HBO series about 19th-century residents of Deadwood picks up about a decade after the show's abrupt end (cancellation). Narrative centers on the return of corrupt George Hearst (McRaney), now a senator, to attend the commemoration of the South Dakota statehood, but just like the series that preceded it, the film takes the time to weave myriad characters and sub-plots (while tying up a few loose ends along the way). Ten years have passed (though, judging by the occasionally exorbitant makeup, several of the characters look like they've aged twenty) but not a whole lot has changed; Farnum is still mayor, Bullock is still the law of the land, Al is still, well, Al, etc. Since nearly every still-living cast member is back, the movie labors at times to trot them all out (a few get little more than token cameos) but the escalating pace and focus on the Hearst vs. town throughline makes for riveting entertainment. The expanded scope and richer production values are about the only things announcing this as a proper ""movie"" instead of an extended coda episode (note the increase in wide and medium shots over the series' frequent closeups to show it off), but it's a worthy cap to one of the better dramatic television programs of the 00s, featuring an exceptional cast delivering all those scintillating (and profane) passages of dialogue. McShane's final declaration before the credits roll must rank as one of best closing lines for a movie in years.82/100",4943998,Deadwood
64798417,28 February 2020,"I never saw the TV series, but know this was 10 years after the last episode, and the writers did a great job with the flash-backs to bring me up to speed. But not being accustomed to the TV series' Shakespearean dialogue and the constant foul language, I felt it was annoying and unrealistic. Had this been a stand-alone Western, it would've flopped. But considering the TV shows acceptance, I can understand the hype and compliance. As a movie, the directing was excellent, the story on its own merit decent, and the cinematography and timely sets and costumes outstanding. The casting was good, but I feel without Ian McShane, I wouldn't have enjoyed this film as much. He made this film come to life. It's a generous 8/10 from me",4943998,Deadwood
85426954,2 June 2019,"Worst movie ever made, how in the hell could they ever think they could wrap up 3 wonderful seasons of one of the best TV shows ever made in an hour &amp; 45 minutes. They are lazy and untalented writers !!! Shame on HBO... 👎 DO NOT WASTE YOUR TIME ON THIS PIECE OF GARBAGE !!!",4943998,Deadwood
68694262,3 June 2019,"I'm torn writing this review. I had watched original series (and liked it) and remember being bummed when it got cancelled and didn't get to be completed. Now all this time passes and Hollywood just couldn't leave dead dogs buried. They had to dig it up out of the grave and for whatever reason that eludes me, finish it up I guess years later when everyone in the original story would probably have been long dead already. Jeez. When I saw that they made this movie, I just knew they were going to screw it up. And they did. This was too big a bill to fill from the beginning and they should have left it alone. They managed to dig up the original actors. They were all older and the acting for the most part was forced, and the atmosphere was not recreated. It just didn't feel right (if you had watched original series). The only one for me that remained the truest and most natural to the old character was Timothy Olypfant. Everyone else didn't cut the mustard for me. I blame this on the script writer and director. They didn't bring out what these characters had to offer in this remake. I gave this a 5 just out of respect for the original.",4943998,Deadwood
34462552,1 June 2019,Huge Deadwood fan so naturally I was very excited to watch. What an amazing job of wrapping up the series.,4943998,Deadwood
73606347,1 June 2019,"Wonderful albeit sad conclusion to one of the best written and best acted TV series I've ever seen, glad we finally got our ending but sad I'll
Never see this cast together again.",4943998,Deadwood
5269720,1 June 2019,"13 years waiting, but that ending, ladies and gentle, was PERFECTION.",4943998,Deadwood
97658875,2 June 2019,"I mean COME ON -- I could deal with the geriatric reunion. That is ok. But the black and white, good guys/bad guys, binary is just atrocious and so forced it is difficult to watch.I felt like I was watching a saccharine Downton Abby Christmas special -- complete with a bizarre and artificially forced moral lesson -- when the series had been all about these characters being complex, deeply flawed, and capable of evil as much as good.",4943998,Deadwood
71909112,3 June 2019,"Lets take a great HBO series that pushed the envelope--and cut the boobs, gender the violence so all women are victims and none of them are ever guilty because yes, ALL men are evil (but that's not remotely SEXIST!) and politically correct this series back into the background it came from.Didn't this series already suffer cancellation 2 seasons in for being most damn real period piece western ever?Why reboot it into femi cancer? Oh wait--BECAUSE YOU HAVE NO CREATIVITY WHEN YOU CRY POLITICS 24 - 7!",4943998,Deadwood
47797139,4 June 2019,Sad to see they turned Al into the loveable old avuncular curmudgeon. Bullock was forced to do the heavy lifting for both.,4943998,Deadwood
84341601,2 June 2019,"When the last series ended in 2006, the average viewer, myself included, wanted comeuppance for George Heart. After seeing this sad excuse for a finale, I was rooting for Heart to burn the camp to the ground.Hollywood did it again....screwed up what is now and forever the second best series ever. It was once equal with the sopranos. No more.",4943998,Deadwood
81609154,20 July 2019,"What I liked most about this series is the way HBO stayed close to the history of these characters. The movie left us with everyone getting the ending we were all cheering for, without making it a complete fiction.",4943998,Deadwood
51616700,20 July 2019,Not much to say but if like me you revisit this series every few years just to remind yourself it really was that good then you will not be disappointed by this movie.Thanks HBO for giving us all closure.,4943998,Deadwood
28643054,15 June 2019,"Deadwood was a series that had it all with sex, violence, and the most gratuitous use of bad language ever seen on small screen. The dialogue was difficult to understand and when they liberally tossed out the F bombs and the C words (both of them) you would blush at how abundantly they were used. Despite being a western this series did have a Shakespearian quality to it. Underneath all that profanity there was a great story to be told with intrigue and trickery, great villains and heroes, honourable and dishonourable characters which kept us guessing to how it would all end. The series had class and authenticity about how it must have been like to live in the old west with the bad skin and yellow teeth. It's so authentic and rich that you could just about feel like you were part of the old west. I believe that Deadwood portrayed an authentic west, the characters having the many flaws that humans have. One of the most memorable characters that I particularly liked was Al Swearengen, who struggled throughout the series to find a balance between maintaining his humanity in a land which was wild as it was savage and trying to survive. It was difficult to like Al Swearengen because he was willing to kill if he didn't get his way and at the same time was capable of killing to protect the one he cares about. Deadwood the movie finally gave us closure even though it felt a bit rushed. I for one believe that it deserved a good full season in order to wrap up loose ends.",4943998,Deadwood
86659702,4 June 2019,"This -by the way- is the Movie, not the Series.
Why is it dead boring? First because if one divides the story into 20 parts, then 17 parts are filmed in the bedrooms, 1 in the doorway to the bedroom, 1 in the street, and 1 in the forest. Where is the wild west there? Mr. SpongeBob SquarePants only knows.
Second, everyone would expect a little bit different English language (or slang) than today in the American west during the late of the 1800's, but surely no one expects that language to be ""Shakespearian"" in the heaviest theatrical mode.
Third, conversations take forever and ever and ever.
And here is the conclusion of this review, it is a 17/20 parts of bedrooms diluted conversations.
Boring.",4943998,Deadwood
104122464,8 June 2019,"The Deadwood TV series was/is in a league of its own: storylines, acting and cinematography which ensured each episode was unmissable. Ian McShane's finest acting role by far. Thank you HBO.Unfortunately, a concluding fourth series was never made. A huge mistake by HBO and a bitter disappointment to the fans of Deadwood.Did the TV movie provide closure? Perhaps. But as with S8 of GoT the plotline was poor, the acting mediocre, and everything felt compressed.Conclusion: an opportunity wasted to provide a finale this series so richly deserved.",4943998,Deadwood
